le --- IMG_3557.JPG, renamed to IMG_3557__1.JPG
MINOR: found duplicate file --- recordFileName0(65).mp4, renamed to recordFileName0(65)__2.mp4
MINOR: found duplicate file --- IMG_6706.JPG, renamed to IMG_6706__1.JPG
MINOR: found duplicate file --- IMG_6963.MOV, renamed to IMG_6963__1.MOV
MINOR: found duplicate file --- IMG_6458.PNG, renamed to IMG_6458__1.PNG
MINOR: found duplicate file --- IMG_6699.JPG, renamed to IMG_6699__1.JPG
MINOR: found duplicate file --- IMG_6882.PNG, renamed to IMG_6882__1.PNG
MINOR: found duplicate file --- IMG_9071.HEIC, renamed to IMG_9071__2.HEIC
MINOR: found duplicate file --- recordFileName0(73).mp4, renamed to recordFileName0(73)__2.mp4
MINOR: found duplicate file --- IMG_6880.PNG, renamed to IMG_6880__1.PNG
MINOR: found duplicate file --- IMG_6708.JPG.json, renamed to IMG_6708__1.JPG.json
MINOR: found duplicate file --- IMG_6328.JPG, renamed to IMG_6328__1.JPG
MINOR: found duplicate file --- IMG_6670.JPG, renamed to IMG_6670__1.JPG
MINOR: found duplicate file --- IMG_6664.JPG, renamed to IMG_6664__1.JPG
MINOR: found duplicate file --- IMG_6658.JPG, renamed to IMG_6658__1.JPG
MINOR: found duplicate file --- IMG_6740.JPG.json, renamed to IMG_6740__1.JPG.json
MINOR: found duplicate file --- recordFileName0(86).mp4, renamed to recordFileName0(86)__2.mp4
MINOR: found duplicate file --- IMG_6513.JPG, renamed to IMG_6513__1.JPG
MINOR: found duplicate file --- recordFileName0(69).mp4, renamed to recordFileName0(69)__2.mp4
MINOR: found duplicate file --- IMG_9084.HEIC, renamed to IMG_9084__1.HEIC
MINOR: found duplicate file --- IMG_6739.JPG, renamed to IMG_6739__1.JPG
MINOR: found duplicate file --- IMG_6659.JPG, renamed to IMG_6659__1.JPG
MINOR: found duplicate file --- IMG_9084.HEIC.json, renamed to IMG_9084__1.HEIC.json
MINOR: found duplicate file --- IMG_6665.JPG, renamed to IMG_6665__1.JPG
MINOR: found duplicate file --- IMG_6518.JPG.json, renamed to IMG_6518__1.JPG.json
MINOR: found duplicate file --- recordFileName0(90).mp4, renamed to recordFileName0(90)__2.mp4
MINOR: found duplicate file --- IMG_7037.JPG, renamed to IMG_7037__1.JPG
MINOR: found duplicate file --- IMG_6329.JPG, renamed to IMG_6329__1.JPG
MINOR: found duplicate file --- IMG_6498.JPG, renamed to IMG_6498__1.JPG
MINOR: found duplicate file --- recordFileName0(91).mp4, renamed to recordFileName0(91)__1.mp4
MINOR: found duplicate file --- IMG_6339.JPG, renamed to IMG_6339__1.JPG
MINOR: found duplicate file --- IMG_6463.PNG, renamed to IMG_6463__1.PNG
MINOR: found duplicate file --- IMG_6649.JPG, renamed to IMG_6649__1.JPG
MINOR: found duplicate file --- IMG_6964.MOV, renamed to IMG_6964__1.MOV
MINOR: found duplicate file --- recordFileName0(87).mp4, renamed to recordFileName0(87)__2.mp4
MINOR: found duplicate file --- recordFileName0(68).mp4, renamed to recordFileName0(68)__2.mp4
MINOR: found duplicate file --- IMG_6713.MOV.json, renamed to IMG_6713__1.MOV.json
MINOR: found duplicate file --- IMG_6516.JPG, renamed to IMG_6516__1.JPG
MINOR: found duplicate file --- IMG_6700.JPG, renamed to IMG_6700__1.JPG
MINOR: found duplicate file --- IMG_9067.HEIC.json, renamed to IMG_9067__1.HEIC.json
MINOR: found duplicate file --- IMG_6660.JPG, renamed to IMG_6660__1.JPG
MINOR: found duplicate file --- IMG_6648.JPG, renamed to IMG_6648__1.JPG
MINOR: found duplicate file --- IMG_9070.HEIC, renamed to IMG_9070__2.HEIC
MINOR: found duplicate file --- recordFileName0(72).mp4, renamed to recordFileName0(72)__2.mp4
MINOR: found duplicate file --- IMG_7030.JPG, renamed to IMG_7030__1.JPG
MINOR: found duplicate file --- IMG_6378.MOV, renamed to IMG_6378__1.MOV
MINOR: found duplicate file --- IMG_6689.JPG, renamed to IMG_6689__1.JPG
MINOR: found duplicate file --- IMG_6662.JPG, renamed to IMG_6662__1.JPG
MINOR: found duplicate file --- recordFileName0(64).mp4, renamed to recordFileName0(64)__2.mp4
MINOR: found duplicate file --- IMG_6514.JPG, renamed to IMG_6514__1.JPG
MINOR: found duplicate file --- IMG_6334.JPG.json, renamed to IMG_6334__1.JPG.json
MINOR: found duplicate file --- IMG_6677.JPG, renamed to IMG_6677__1.JPG
MINOR: found duplicate file --- IMG_6663.JPG, renamed to IMG_6663__1.JPG
MINOR: found duplicate file --- IMG_6688.JPG, renamed to IMG_6688__1.JPG
MINOR: found duplicate file --- IMG_6720.JPG.json, renamed to IMG_6720__1.JPG.json
MINOR: found duplicate file --- IMG_6365.HEIC.json, renamed to IMG_6365__1.HEIC.json
MINOR: found duplicate file --- IMG_6689.JPG.json, renamed to IMG_6689__1.JPG.json
MINOR: found duplicate file --- IMG_6688.JPG.json, renamed to IMG_6688__1.JPG.json
MINOR: found duplicate file --- IMG_9065.MP4, renamed to IMG_9065__1.MP4
MINOR: found duplicate file --- IMG_9071.MP4, renamed to IMG_9071__1.MP4
MINOR: found duplicate file --- recordFileName0(80).mp4, renamed to recordFileName0(80)__2.mp4
MINOR: found duplicate file --- IMG_9070.MP4, renamed to IMG_9070__1.MP4
MINOR: found duplicate file --- IMG_6339.JPG.json, renamed to IMG_6339__1.JPG.json
MINOR: found duplicate file --- IMG_7057.JPG, renamed to IMG_7057__1.JPG
MINOR: found duplicate file --- IMG_6498.JPG.json, renamed to IMG_6498__1.JPG.json
MINOR: found duplicate file --- recordFileName0(79).mp4, renamed to recordFileName0(79)__2.mp4
MINOR: found duplicate file --- IMG_6458.PNG.json, renamed to IMG_6458__1.PNG.json
MINOR: found duplicate file --- IMG_7055.JPG, renamed to IMG_7055__1.JPG
MINOR: found duplicate file --- IMG_7041.JPG, renamed to IMG_7041__1.JPG
MINOR: found duplicate file --- recordFileName0(59).mp4, renamed to recordFileName0(59)__2.mp4
MINOR: found duplicate file --- IMG_9079.HEIC.json, renamed to IMG_9079__1.HEIC.json
MINOR: found duplicate file --- IMG_6719.JPG.json, renamed to IMG_6719__1.JPG.json
MINOR: found duplicate file --- IMG_6718.JPG.json, renamed to IMG_6718__1.JPG.json
MINOR: found duplicate file --- IMG_6983.JPG, renamed to IMG_6983__1.JPG
MINOR: found duplicate file --- recordFileName0(63).mp4, renamed to recordFileName0(63)__2.mp4
MINOR: found duplicate file --- IMG_6969.JPG, renamed to IMG_6969__1.JPG
MINOR: found duplicate file --- IMG_6332.JPG.json, renamed to IMG_6332__1.JPG.json
MINOR: found duplicate file --- IMG_9067.MP4, renamed to IMG_9067__1.MP4
MINOR: found duplicate file --- IMG_6333.JPG.json, renamed to IMG_6333__1.JPG.json
MINOR: found duplicate file --- IMG_7083.PNG, renamed to IMG_7083__1.PNG
MINOR: found duplicate file --- IMG_6438.PNG, renamed to IMG_6438__1.PNG
MINOR: found duplicate file --- IMG_7054.JPG, renamed to IMG_7054__1.JPG
MINOR: found duplicate file --- IMG_9077.HEIC, renamed to IMG_9077__2.HEIC
MINOR: found duplicate file --- recordFileName0(75).mp4, renamed to recordFileName0(75)__2.mp4
MINOR: found duplicate file --- IMG_7093.JPG, renamed to IMG_7093__1.JPG
MINOR: found duplicate file --- recordFileName0(74).mp4, renamed to recordFileName0(74)__2.mp4
MINOR: found duplicate file --- IMG_7050.JPG, renamed to IMG_7050__1.JPG
MINOR: found duplicate file --- IMG_7044.JPG, renamed to IMG_7044__1.JPG
MINOR: found duplicate file --- IMG_9077.MP4, renamed to IMG_9077__1.MP4
MINOR: found duplicate file --- recordFileName0(62).mp4, renamed to recordFileName0(62)__2.mp4
MINOR: found duplicate file --- IMG_6951.PNG, renamed to IMG_6951__1.PNG
MINOR: found duplicate file --- recordFileName0(58).mp4, renamed to recordFileName0(58)__2.mp4
MINOR: found duplicate file --- IMG_6373.JPG, renamed to IMG_6373__1.JPG
MINOR: found duplicate file --- IMG_7045.JPG, renamed to IMG_7045__1.JPG
MINOR: found duplicate file --- IMG_7051.JPG, renamed to IMG_7051__1.JPG
MINOR: found duplicate file --- recordFileName0(78).mp4, renamed to recordFileName0(78)__2.mp4
MINOR: found duplicate file --- recordFileName0(81).mp4, renamed to recordFileName0(81)__2.mp4
MINOR: found duplicate file --- IMG_6760.JPG, renamed to IMG_6760__1.JPG
MINOR: found duplicate file --- IMG_9075.MP4, renamed to IMG_9075__1.MP4
MINOR: found duplicate file --- IMG_6325.JPG.json, renamed to IMG_6325__1.JPG.json
MINOR: found duplicate file --- IMG_6370.JPG, renamed to IMG_6370__1.JPG
MINOR: found duplicate file --- IMG_9079.HEIC, renamed to IMG_9079__1.HEIC
MINOR: found duplicate file --- IMG_6369.JPG, renamed to IMG_6369__1.JPG
MINOR: found duplicate file --- IMG_6745.JPG, renamed to IMG_6745__1.JPG
MINOR: found duplicate file --- IMG_6713.MOV, renamed to IMG_6713__1.MOV
MINOR: found duplicate file --- recordFileName0(82).mp4, renamed to recordFileName0(82)__2.mp4
MINOR: found duplicate file --- IMG_6336.JPG.json, renamed to IMG_6336__1.JPG.json
MINOR: found duplicate file --- IMG_6744.JPG, renamed to IMG_6744__1.JPG
MINOR: found duplicate file --- IMG_9079.MP4, renamed to IMG_9079__1.MP4
MINOR: found duplicate file --- IMG_6368.PNG, renamed to IMG_6368__1.PNG
MINOR: found duplicate file --- IMG_6723.JPG.json, renamed to IMG_6723__1.JPG.json
MINOR: found duplicate file --- IMG_6722.JPG.json, renamed to IMG_6722__1.JPG.json
MINOR: found duplicate file --- IMG_9077.HEIC.json, renamed to IMG_9077__2.HEIC.json
MINOR: found duplicate file --- recordFileName0(77).mp4, renamed to recordFileName0(77)__2.mp4
MINOR: found duplicate file --- IMG_9075.HEIC, renamed to IMG_9075__1.HEIC
MINOR: found duplicate file --- IMG_7074.JPG, renamed to IMG_7074__1.JPG
MINOR: found duplicate file --- IMG_6463.PNG.json, renamed to IMG_6463__1.PNG.json
MINOR: found duplicate file --- IMG_6752.JPG, renamed to IMG_6752__1.JPG
MINOR: found duplicate file --- IMG_9084.MP4, renamed to IMG_9084__1.MP4
MINOR: found duplicate file --- recordFileName0(61).mp4, renamed to recordFileName0(61)__2.mp4
MINOR: found duplicate file --- 1080p(2).mov, renamed to 1080p(2)__2.mov
MINOR: found duplicate file --- IMG_6760.JPG.json, renamed to IMG_6760__1.JPG.json
MINOR: found duplicate file --- IMG_7049.JPG, renamed to IMG_7049__1.JPG
MINOR: found duplicate file --- IMG_6838.PNG, renamed to IMG_6838__1.PNG
MINOR: found duplicate file --- IMG_6810.JPG, renamed to IMG_6810__1.JPG
MINOR: found duplicate file --- IMG_6743.JPG.json, renamed to IMG_6743__1.JPG.json
MINOR: found duplicate file --- IMG_6742.JPG.json, renamed to IMG_6742__1.JPG.json
MINOR: found duplicate file --- IMG_9071.HEIC.json, renamed to IMG_9071__1.HEIC.json
MINOR: found duplicate file --- IMG_6743.JPG, renamed to IMG_6743__1.JPG
MINOR: found duplicate file --- 1080p(3).mov, renamed to 1080p(3)__1.mov
MINOR: found duplicate file --- IMG_9081.MP4, renamed to IMG_9081__1.MP4
MINOR: found duplicate file --- recordFileName0(60).mp4, renamed to recordFileName0(60)__2.mp4
MINOR: found duplicate file --- IMG_6742.JPG, renamed to IMG_6742__1.JPG
MINOR: found duplicate file --- IMG_6965.JPG, renamed to IMG_6965__1.JPG
MINOR: found duplicate file --- recordFileName0(76).mp4, renamed to recordFileName0(76)__2.mp4
MINOR: found duplicate file --- IMG_9069.MP4, renamed to IMG_9069__1.MP4
MINOR: found duplicate file --- IMG_6967.JPG, renamed to IMG_6967__1.JPG
MINOR: found duplicate file --- IMG_6768.JPG, renamed to IMG_6768__1.JPG
MINOR: found duplicate file --- IMG_6998.JPG, renamed to IMG_6998__1.JPG
MINOR: found duplicate file --- IMG_6740.JPG, renamed to IMG_6740__1.JPG
MINOR: found duplicate file --- IMG_6299.MOV, renamed to IMG_6299__1.MOV
MINOR: found duplicate file --- IMG_6700.JPG.json, renamed to IMG_6700__1.JPG.json
MINOR: found duplicate file --- IMG_9081.HEIC, renamed to IMG_9081__2.HEIC
MINOR: found duplicate file --- recordFileName0(83).mp4, renamed to recordFileName0(83)__2.mp4
MINOR: found duplicate file --- IMG_6966.JPG, renamed to IMG_6966__1.JPG
MINOR: found duplicate file --- IMG_6490.PNG.json, renamed to IMG_6490__1.PNG.json
MINOR: found duplicate file --- IMG_6491.PNG.json, renamed to IMG_6491__1.PNG.json
MINOR: found duplicate file --- recordFileName0(71).mp4, renamed to recordFileName0(71)__2.mp4
MINOR: found duplicate file --- IMG_6336.JPG, renamed to IMG_6336__1.JPG
MINOR: found duplicate file --- IMG_6875.JPG, renamed to IMG_6875__1.JPG
MINOR: found duplicate file --- IMG_6646.JPG, renamed to IMG_6646__1.JPG
MINOR: found duplicate file --- IMG_6652.JPG, renamed to IMG_6652__1.JPG
MINOR: found duplicate file --- IMG_6242.PNG, renamed to IMG_6242__1.PNG
MINOR: found duplicate file --- IMG_6744.JPG.json, renamed to IMG_6744__1.JPG.json
MINOR: found duplicate file --- recordFileName0(67).mp4, renamed to recordFileName0(67)__2.mp4
MINOR: found duplicate file --- IMG_6745.JPG.json, renamed to IMG_6745__1.JPG.json
MINOR: found duplicate file --- IMG_9065.HEIC, renamed to IMG_9065__1.HEIC
MINOR: found duplicate file --- recordFileName0(88).mp4, renamed to recordFileName0(88)__2.mp4
MINOR: found duplicate file --- IMG_6518.JPG, renamed to IMG_6518__1.JPG
MINOR: found duplicate file --- IMG_6243.PNG, renamed to IMG_6243__1.PNG
MINOR: found duplicate file --- IMG_6326.JPG.json, renamed to IMG_6326__1.JPG.json
MINOR: found duplicate file --- IMG_6327.JPG.json, renamed to IMG_6327__1.JPG.json
MINOR: found duplicate file --- IMG_6653.JPG, renamed to IMG_6653__1.JPG
MINOR: found duplicate file --- IMG_6647.JPG, renamed to IMG_6647__1.JPG
MINOR: found duplicate file --- IMG_6874.JPG, renamed to IMG_6874__1.JPG
MINOR: found duplicate file --- IMG_7015.JPG, renamed to IMG_7015__1.JPG
MINOR: found duplicate file --- IMG_7001.JPG, renamed to IMG_7001__1.JPG
MINOR: found duplicate file --- IMG_6365.HEIC, renamed to IMG_6365__1.HEIC
MINOR: found duplicate file --- recordFileName0(92).mp4, renamed to recordFileName0(92)__1.mp4
MINOR: found duplicate file --- IMG_6447.PNG, renamed to IMG_6447__1.PNG
MINOR: found duplicate file --- IMG_6651.JPG, renamed to IMG_6651__1.JPG
MINOR: found duplicate file --- IMG_6645.JPG, renamed to IMG_6645__1.JPG
MINOR: found duplicate file --- IMG_6490.PNG, renamed to IMG_6490__1.PNG
MINOR: found duplicate file --- IMG_6706.JPG.json, renamed to IMG_6706__1.JPG.json
MINOR: found duplicate file --- IMG_6725.JPG, renamed to IMG_6725__1.JPG
MINOR: found duplicate file --- IMG_6719.JPG, renamed to IMG_6719__1.JPG
MINOR: found duplicate file --- recordFileName0(84).mp4, renamed to recordFileName0(84)__2.mp4
MINOR: found duplicate file --- IMG_9069.HEIC, renamed to IMG_9069__1.HEIC
MINOR: found duplicate file --- IMG_6718.JPG, renamed to IMG_6718__1.JPG
MINOR: found duplicate file --- IMG_6724.JPG, renamed to IMG_6724__1.JPG
MINOR: found duplicate file --- IMG_6491.PNG, renamed to IMG_6491__1.PNG
MINOR: found duplicate file --- IMG_6644.JPG, renamed to IMG_6644__1.JPG
MINOR: found duplicate file --- IMG_6650.JPG, renamed to IMG_6650__1.JPG
MINOR: found duplicate file --- IMG_6739.JPG.json, renamed to IMG_6739__1.JPG.json
MINOR: found duplicate file --- IMG_6334.JPG, renamed to IMG_6334__1.JPG
MINOR: found duplicate file --- IMG_6752.JPG.json, renamed to IMG_6752__1.JPG.json
MINOR: found duplicate file --- IMG_9070.HEIC.json, renamed to IMG_9070__1.HEIC.json
MINOR: found duplicate file --- IMG_6668.JPG, renamed to IMG_6668__1.JPG
MINOR: found duplicate file --- IMG_6654.JPG, renamed to IMG_6654__1.JPG
MINOR: found duplicate file --- IMG_6708.JPG, renamed to IMG_6708__1.JPG
MINOR: found duplicate file --- IMG_6720.JPG, renamed to IMG_6720__1.JPG
MINOR: found duplicate file --- IMG_7015.JPG.json, renamed to IMG_7015__1.JPG.json
MINOR: found duplicate file --- recordFileName0(85).mp4, renamed to recordFileName0(85)__2.mp4
MINOR: found duplicate file --- IMG_6331.JPG.json, renamed to IMG_6331__1.JPG.json
MINOR: found duplicate file --- IMG_6655.JPG, renamed to IMG_6655__1.JPG
MINOR: found duplicate file --- IMG_6724.JPG.json, renamed to IMG_6724__1.JPG.json
MINOR: found duplicate file --- IMG_6725.JPG.json, renamed to IMG_6725__1.JPG.json
MINOR: found duplicate file --- IMG_6669.JPG, renamed to IMG_6669__1.JPG
MINOR: found duplicate file --- IMG_6325.JPG, renamed to IMG_6325__1.JPG
MINOR: found duplicate file --- IMG_6331.JPG, renamed to IMG_6331__1.JPG
MINOR: found duplicate file --- IMG_6364.HEIC, renamed to IMG_6364__1.HEIC
MINOR: found duplicate file --- recordFileName0(93).mp4, renamed to recordFileName0(93)__1.mp4
MINOR: found duplicate file --- IMG_7005.JPG, renamed to IMG_7005__1.JPG
MINOR: found duplicate file --- IMG_6327.JPG, renamed to IMG_6327__1.JPG
MINOR: found duplicate file --- IMG_6333.JPG, renamed to IMG_6333__1.JPG
MINOR: found duplicate file --- IMG_6643.JPG, renamed to IMG_6643__1.JPG
MINOR: found duplicate file --- IMG_6657.JPG, renamed to IMG_6657__1.JPG
MINOR: found duplicate file --- IMG_6723.JPG, renamed to IMG_6723__1.JPG
MINOR: found duplicate file --- IMG_9069.HEIC.json, renamed to IMG_9069__1.HEIC.json
MINOR: found duplicate file --- recordFileName0(66).mp4, renamed to recordFileName0(66)__2.mp4
MINOR: found duplicate file --- recordFileName0(89).mp4, renamed to recordFileName0(89)__2.mp4
MINOR: found duplicate file --- IMG_6722.JPG, renamed to IMG_6722__1.JPG
MINOR: found duplicate file --- IMG_6656.JPG, renamed to IMG_6656__1.JPG
MINOR: found duplicate file --- IMG_6299.MOV.json, renamed to IMG_6299__1.MOV.json
MINOR: found duplicate file --- IMG_6332.JPG, renamed to IMG_6332__1.JPG
MINOR: found duplicate file --- IMG_6368.PNG.json, renamed to IMG_6368__1.PNG.json
MINOR: found duplicate file --- IMG_6326.JPG, renamed to IMG_6326__1.JPG
MINOR: found duplicate file --- recordFileName0(70).mp4, renamed to recordFileName0(70)__2.mp4
MINOR: found duplicate file --- IMG_1782.JPG.json, renamed to IMG_1782__1.JPG.json
MINOR: found duplicate file --- IMG_1620.HEIC.json, renamed to IMG_1620__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123162906_fast.jpg.json, renamed to MYXJ_20181123162906_fast__1.jpg.json
MINOR: found duplicate file --- MYXJ_20181123163015_fast.jpg.json, renamed to MYXJ_20181123163015_fast__1.jpg.json
MINOR: found duplicate file --- IMG_0890.HEIC.json, renamed to IMG_0890__1.HEIC.json
MINOR: found duplicate file --- IMG_2561.JPG, renamed to IMG_2561__1.JPG
MINOR: found duplicate file --- IMG_20181123_211121.jpg.json, renamed to IMG_20181123_211121__1.jpg.json
MINOR: found duplicate file --- IMG_1753.HEIC.json, renamed to IMG_1753__1.HEIC.json
MINOR: found duplicate file --- IMG_1938.HEIC.json, renamed to IMG_1938__1.HEIC.json
MINOR: found duplicate file --- MYXJ_20181123162404_fast.jpg.json, renamed to MYXJ_20181123162404_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3187.HEIC.json, renamed to IMG_3187__1.HEIC.json
MINOR: found duplicate file --- IMG_2600.JPG, renamed to IMG_2600__2.JPG
MINOR: found duplicate file --- MYXJ_20181123162449_fast.jpg.json, renamed to MYXJ_20181123162449_fast__1.jpg.json
MINOR: found duplicate file --- IMG_2595.JPG.json, renamed to IMG_2595__1.JPG.json
MINOR: found duplicate file --- IMG_2594.JPG.json, renamed to IMG_2594__1.JPG.json
MINOR: found duplicate file --- 98BEC211-3FAA-4BF7-AF39-21F864E39890-15744-000.json, renamed to 98BEC211-3FAA-4BF7-AF39-21F864E39890-15744-000__1.json
MINOR: found duplicate file --- MYXJ_20181123162112_fast.jpg.json, renamed to MYXJ_20181123162112_fast__1.jpg.json
MINOR: found duplicate file --- IMG_3193.HEIC.json, renamed to IMG_3193__1.HEIC.json
MINOR: found duplicate file --- IMG_1788.JPG.json, renamed to IMG_1788__1.JPG.json
MINOR: found duplicate file --- IMG_1946.MOV.json, renamed to IMG_1946__1.MOV.json
MINOR: found duplicate file --- IMG_3240.JPG.json, renamed to IMG_3240__2.JPG.json
MINOR: found duplicate file --- IMG_3241.JPG.json, renamed to IMG_3241__2.JPG.json
MINOR: found duplicate file --- IMG_3443.JPG, renamed to IMG_3443__3.JPG
MINOR: found duplicate file --- IMG_1512.HEIC.json, renamed to IMG_1512__1.HEIC.json
MINOR: found duplicate file --- IMG_3237.JPG.json, renamed to IMG_3237__2.JPG.json
MINOR: found duplicate file --- IMG_3236.JPG.json, renamed to IMG_3236__2.JPG.json
